position,player_name,salary,league,year,website,week
RB,Matt Asiata,4000,NFL,2014,DK,15
TE,Jordan Cameron,4000,NFL,2014,DK,15
RB,Latavius Murray,4000,NFL,2014,DK,15
RB,Ronnie Hillman,4000,NFL,2014,DK,15
WR,Allen Hurns,4000,NFL,2014,DK,15
WR,Donte Moncrief,4000,NFL,2014,DK,15
WR,Andrew Hawkins,3900,NFL,2014,DK,15
WR,Rueben Randle,3900,NFL,2014,DK,15
TE,Jason Witten,3800,NFL,2014,DK,15
RB,Pierre Thomas,3800,NFL,2014,DK,15
RB,Steven Jackson,3800,NFL,2014,DK,15
TE,Larry Donnell,3800,NFL,2014,DK,15
WR,Cole Beasley,3800,NFL,2014,DK,15
WR,Wes Welker,3700,NFL,2014,DK,15
DST,Lions ,3600,NFL,2014,DK,15
WR,Eddie Royal,3600,NFL,2014,DK,15
RB,Chris Johnson,3600,NFL,2014,DK,15
RB,Roy Helu Jr.,3600,NFL,2014,DK,15
WR,Marqise Lee,3600,NFL,2014,DK,15
RB,Bishop Sankey,3600,NFL,2014,DK,15
DST,Seahawks ,3500,NFL,2014,DK,15
WR,James Jones,3500,NFL,2014,DK,15
WR,Jeremy Kerley,3500,NFL,2014,DK,15
WR,Cecil Shorts III,3500,NFL,2014,DK,15
DST,Ravens ,3400,NFL,2014,DK,15
TE,Scott Chandler,3400,NFL,2014,DK,15
RB,DeAngelo Williams,3400,NFL,2014,DK,15
WR,Preston Parker,3400,NFL,2014,DK,15
RB,Doug Martin,3400,NFL,2014,DK,15
WR,Jarius Wright,3400,NFL,2014,DK,15
RB,Jonas Gray,3400,NFL,2014,DK,15
DST,Chiefs ,3300,NFL,2014,DK,15
WR,Derek Hagan,3300,NFL,2014,DK,15
WR,Jermaine Kearse,3300,NFL,2014,DK,15
TE,Dwayne Allen,3300,NFL,2014,DK,15
DST,Browns ,3200,NFL,2014,DK,15
DST,Broncos ,3200,NFL,2014,DK,15
DST,Eagles ,3200,NFL,2014,DK,15
TE,Marcedes Lewis,3200,NFL,2014,DK,15
WR,Dwayne Bowe,3200,NFL,2014,DK,15
TE,Charles Clay,3200,NFL,2014,DK,15
TE,Zach Ertz,3200,NFL,2014,DK,15
RB,Trent Richardson,3200,NFL,2014,DK,15
DST,Packers ,3100,NFL,2014,DK,15
DST,Giants ,3100,NFL,2014,DK,15
WR,Jason Avant,3100,NFL,2014,DK,15
TE,Jermaine Gresham,3100,NFL,2014,DK,15
DST,Texans ,3000,NFL,2014,DK,15
DST,Colts ,3000,NFL,2014,DK,15
DST,49ers ,3000,NFL,2014,DK,15
WR,Santana Moss,3000,NFL,2014,DK,15
RB,Ronnie Brown,3000,NFL,2014,DK,15
TE,Owen Daniels,3000,NFL,2014,DK,15
WR,Brad Smith,3000,NFL,2014,DK,15
WR,Josh Cribbs,3000,NFL,2014,DK,15
TE,Daniel Fells,3000,NFL,2014,DK,15
WR,Lance Moore,3000,NFL,2014,DK,15
WR,Brandon Lloyd,3000,NFL,2014,DK,15
TE,Dante Rosario,3000,NFL,2014,DK,15
RB,Maurice Jones-Drew,3000,NFL,2014,DK,15
RB,Leon Washington,3000,NFL,2014,DK,15
TE,Vernon Davis,3000,NFL,2014,DK,15
TE,Matt Spaeth,3000,NFL,2014,DK,15
TE,Clark Harris,3000,NFL,2014,DK,15
WR,Devin Hester,3000,NFL,2014,DK,15
TE,Anthony Fasano,3000,NFL,2014,DK,15
RB,Jackie Battle,3000,NFL,2014,DK,15
WR,Andre Caldwell,3000,NFL,2014,DK,15
TE,Jacob Tamme,3000,NFL,2014,DK,15
WR,Robert Meachem,3000,NFL,2014,DK,15
RB,Tyler Clutts,3000,NFL,2014,DK,15
WR,Donnie Avery,3000,NFL,2014,DK,15
TE,Brent Celek,3000,NFL,2014,DK,15
WR,Eric Weems,3000,NFL,2014,DK,15
WR,Kassim Osgood,3000,NFL,2014,DK,15
WR,Matthew Slater,3000,NFL,2014,DK,15
RB,Frank Summers,3000,NFL,2014,DK,15
TE,Benjamin Watson,3000,NFL,2014,DK,15
WR,Jerricho Cotchery,3000,NFL,2014,DK,15
WR,Josh Morgan,3000,NFL,2014,DK,15
TE,Brandon Pettigrew,3000,NFL,2014,DK,15
RB,Jerome Felton,3000,NFL,2014,DK,15
WR,Danny Amendola,3000,NFL,2014,DK,15
RB,Shonn Greene,3000,NFL,2014,DK,15
TE,Brandon Myers,3000,NFL,2014,DK,15
WR,Marcus Thigpen,3000,NFL,2014,DK,15
TE,Bear Pascoe,3000,NFL,2014,DK,15
TE,Kevin Brock,3000,NFL,2014,DK,15
RB,Cedric Peerman,3000,NFL,2014,DK,15
RB,Chris Ogbonnaya,3000,NFL,2014,DK,15
RB,Mike Tolbert,3000,NFL,2014,DK,15
RB,Jed Collins,3000,NFL,2014,DK,15
TE,Gary Barnidge,3000,NFL,2014,DK,15
RB,Will Ta'ufo'ou,3000,NFL,2014,DK,15
WR,Darrius Heyward-Bey,3000,NFL,2014,DK,15
TE,Tony Moeaki,3000,NFL,2014,DK,15
RB,John Kuhn,3000,NFL,2014,DK,15
WR,Seyi Ajirotutu,3000,NFL,2014,DK,15
WR,Marlon Moore,3000,NFL,2014,DK,15
RB,James Starks,3000,NFL,2014,DK,15
RB,Darren McFadden,3000,NFL,2014,DK,15
WR,Brandon Tate,3000,NFL,2014,DK,15
TE,David Johnson,3000,NFL,2014,DK,15
RB,Darrel Young,3000,NFL,2014,DK,15
TE,Clay Harbor,3000,NFL,2014,DK,15
TE,Ed Dickson,3000,NFL,2014,DK,15
WR,Louis Murphy Jr.,3000,NFL,2014,DK,15
WR,Brian Hartline,3000,NFL,2014,DK,15
RB,Donald Brown,3000,NFL,2014,DK,15
WR,Brandon Gibson,3000,NFL,2014,DK,15
RB,Alfonso Smith,3000,NFL,2014,DK,15
TE,Chase Coffman,3000,NFL,2014,DK,15
TE,Logan Paulsen,3000,NFL,2014,DK,15
TE,Garrett Graham,3000,NFL,2014,DK,15
TE,Andrew DePaola,3000,NFL,2014,DK,15
RB,John Conner,3000,NFL,2014,DK,15
WR,Kevin Ogletree,3000,NFL,2014,DK,15
TE,Jim Dray,3000,NFL,2014,DK,15
RB,Erik Lorig,3000,NFL,2014,DK,15
RB,Ben Tate,3000,NFL,2014,DK,15
WR,Kris Durham,3000,NFL,2014,DK,15
TE,Virgil Green,3000,NFL,2014,DK,15
TE,John Phillips,3000,NFL,2014,DK,15
RB,Shaun Draughn,3000,NFL,2014,DK,15
WR,Hakeem Nicks,3000,NFL,2014,DK,15
TE,Ryan Taylor,3000,NFL,2014,DK,15
TE,Richard Gordon,3000,NFL,2014,DK,15
WR,Dwayne Harris,3000,NFL,2014,DK,15
RB,Bruce Miller,3000,NFL,2014,DK,15
TE,Kyle Nelson,3000,NFL,2014,DK,15
WR,Marc Mariani,3000,NFL,2014,DK,15
WR,Bryan Walters,3000,NFL,2014,DK,15
WR,Andre Roberts,3000,NFL,2014,DK,15
WR,Jacoby Jones,3000,NFL,2014,DK,15
WR,Riley Cooper,3000,NFL,2014,DK,15
RB,Anthony Dixon,3000,NFL,2014,DK,15
WR,Jeremy Ross,3000,NFL,2014,DK,15
RB,Toby Gerhart,3000,NFL,2014,DK,15
TE,Michael Palmer,3000,NFL,2014,DK,15
TE,Jeff Cumberland,3000,NFL,2014,DK,15
TE,Michael Hoomanawanui,3000,NFL,2014,DK,15
WR,Joseph Morgan,3000,NFL,2014,DK,15
WR,Stevie Johnson,3000,NFL,2014,DK,15
TE,Lee Smith,3000,NFL,2014,DK,15
TE,Luke Stocker,3000,NFL,2014,DK,15
RB,Dexter McCluster,3000,NFL,2014,DK,15
WR,Mike Williams,3000,NFL,2014,DK,15
TE,Andrew Quarless,3000,NFL,2014,DK,15
RB,James Develin,3000,NFL,2014,DK,15
TE,Brett Brackett,3000,NFL,2014,DK,15
WR,Ryan Broyles,3000,NFL,2014,DK,15
RB,Fozzy Whittaker,3000,NFL,2014,DK,15
WR,Marcus Easley,3000,NFL,2014,DK,15
TE,James Casey,3000,NFL,2014,DK,15
TE,Adrien Robinson,3000,NFL,2014,DK,15
RB,DuJuan Harris,3000,NFL,2014,DK,15
WR,Dane Sanzenbacher,3000,NFL,2014,DK,15
RB,Henry Hynoski,3000,NFL,2014,DK,15
WR,Denarius Moore,3000,NFL,2014,DK,15
WR,Leonard Hankerson,3000,NFL,2014,DK,15
TE,Rhett Ellison,3000,NFL,2014,DK,15
WR,Nick Toon,3000,NFL,2014,DK,15
WR,Dontrelle Inman,3000,NFL,2014,DK,15
WR,Greg Little,3000,NFL,2014,DK,15
RB,Jeremy Stewart,3000,NFL,2014,DK,15
RB,Joe Banyard,3000,NFL,2014,DK,15
WR,Kamar Aiken,3000,NFL,2014,DK,15
RB,Travaris Cadet,3000,NFL,2014,DK,15
RB,Anthony Sherman,3000,NFL,2014,DK,15
WR,Jeff Maehl,3000,NFL,2014,DK,15
RB,Will Tukuafu,3000,NFL,2014,DK,15
WR,Vincent Brown,3000,NFL,2014,DK,15
RB,Robert Turbin,3000,NFL,2014,DK,15
WR,Drew Davis,3000,NFL,2014,DK,15
RB,Bilal Powell,3000,NFL,2014,DK,15
TE,Garrett Celek,3000,NFL,2014,DK,15
RB,Will Johnson,3000,NFL,2014,DK,15
RB,Bobby Rainey,3000,NFL,2014,DK,15
TE,Niles Paul,3000,NFL,2014,DK,15
WR,Junior Hemingway,3000,NFL,2014,DK,15
RB,Patrick DiMarco,3000,NFL,2014,DK,15
TE,Zach Sudfeld,3000,NFL,2014,DK,15
TE,James Hanna,3000,NFL,2014,DK,15
RB,George Winn,3000,NFL,2014,DK,15
RB,Chris Polk,3000,NFL,2014,DK,15
RB,Jacquizz Rodgers,3000,NFL,2014,DK,15
RB,LaMichael James,3000,NFL,2014,DK,15
WR,Brice Butler,3000,NFL,2014,DK,15
WR,Terrance Williams,3000,NFL,2014,DK,15
RB,Zach Line,3000,NFL,2014,DK,15
WR,Chris Owusu,3000,NFL,2014,DK,15
WR,Brenton Bersin,3000,NFL,2014,DK,15
RB,Jonathan Grimes,3000,NFL,2014,DK,15
TE,Chris Pantale,3000,NFL,2014,DK,15
WR,Frankie Hammond Jr.,3000,NFL,2014,DK,15
TE,Beau Brinkley,3000,NFL,2014,DK,15
WR,T.J. Graham,3000,NFL,2014,DK,15
TE,Kevin McDermott,3000,NFL,2014,DK,15
WR,De'Andre Presley,3000,NFL,2014,DK,15
RB,Glenn Winston,3000,NFL,2014,DK,15
WR,Keshawn Martin,3000,NFL,2014,DK,15
TE,MarQueis Gray,3000,NFL,2014,DK,15
WR,DeVier Posey,3000,NFL,2014,DK,15
WR,Jarrett Boykin,3000,NFL,2014,DK,15
WR,Travis Benjamin,3000,NFL,2014,DK,15
WR,Tommy Streeter,3000,NFL,2014,DK,15
TE,Tim Wright,3000,NFL,2014,DK,15
RB,Jordan Todman,3000,NFL,2014,DK,15
TE,Ryan Griffin,3000,NFL,2014,DK,15
TE,Chris Gragg,3000,NFL,2014,DK,15
RB,Brandon Bolden,3000,NFL,2014,DK,15
TE,Luke Willson,3000,NFL,2014,DK,15
WR,Damaris Johnson,3000,NFL,2014,DK,15
TE,Ladarius Green,3000,NFL,2014,DK,15
RB,Lance Dunbar,3000,NFL,2014,DK,15
TE,Joseph Fauria,3000,NFL,2014,DK,15
TE,Kyle Rudolph,3000,NFL,2014,DK,15
TE,Josh Hill,3000,NFL,2014,DK,15
TE,Jack Doyle,3000,NFL,2014,DK,15
WR,Russell Shepard,3000,NFL,2014,DK,15
RB,Zurlon Tipton,3000,NFL,2014,DK,15
TE,Vance McDonald,3000,NFL,2014,DK,15
RB,Knile Davis,3000,NFL,2014,DK,15
RB,Mike James,3000,NFL,2014,DK,15
WR,Ryan Grant,3000,NFL,2014,DK,15
WR,Markus Wheaton,3000,NFL,2014,DK,15
RB,Rex Burkhead,3000,NFL,2014,DK,15
TE,Justin Perillo,3000,NFL,2014,DK,15
WR,Mike Campanaro,3000,NFL,2014,DK,15
RB,Josh Harris,3000,NFL,2014,DK,15
RB,Kyle Juszczyk,3000,NFL,2014,DK,15
RB,Bryce Brown,3000,NFL,2014,DK,15
TE,Ryan Hewitt,3000,NFL,2014,DK,15
TE,Levine Toilolo,3000,NFL,2014,DK,15
RB,Ray Agnew,3000,NFL,2014,DK,15
RB,Branden Oliver,3000,NFL,2014,DK,15
WR,Dri Archer,3000,NFL,2014,DK,15
WR,Marquise Goodwin,3000,NFL,2014,DK,15
TE,Gavin Escobar,3000,NFL,2014,DK,15
RB,Charles Sims,3000,NFL,2014,DK,15
WR,Kevin Norwood,3000,NFL,2014,DK,15
RB,Theo Riddick,3000,NFL,2014,DK,15
WR,Rodney Smith,3000,NFL,2014,DK,15
WR,Ricardo Lockette,3000,NFL,2014,DK,15
RB,Christine Michael,3000,NFL,2014,DK,15
TE,Dion Sims,3000,NFL,2014,DK,15
TE,Blake Annen,3000,NFL,2014,DK,15
WR,Devin Street,3000,NFL,2014,DK,15
WR,Marlon Brown,3000,NFL,2014,DK,15
WR,Chris Matthews,3000,NFL,2014,DK,15
TE,Brandon Bostick,3000,NFL,2014,DK,15
RB,Bernard Pierce,3000,NFL,2014,DK,15
RB,Daniel Thomas,3000,NFL,2014,DK,15
WR,Justin Brown,3000,NFL,2014,DK,15
RB,Alfred Blue,3000,NFL,2014,DK,15
TE,Nic Jacobs,3000,NFL,2014,DK,15
WR,James Wright,3000,NFL,2014,DK,15
TE,Brandon Williams,3000,NFL,2014,DK,15
TE,Cooper Helfet,3000,NFL,2014,DK,15
RB,Storm Johnson,3000,NFL,2014,DK,15
TE,Crockett Gillmore,3000,NFL,2014,DK,15
TE,Trey Burton,3000,NFL,2014,DK,15
WR,Solomon Patton,3000,NFL,2014,DK,15
RB,Silas Redd Jr.,3000,NFL,2014,DK,15
RB,Jay Prosch,3000,NFL,2014,DK,15
RB,Carlos Hyde,3000,NFL,2014,DK,15
WR,Kenbrell Thompkins,3000,NFL,2014,DK,15
RB,Orleans Darkwa,3000,NFL,2014,DK,15
RB,Joseph Randle,3000,NFL,2014,DK,15
TE,Cameron Brate,3000,NFL,2014,DK,15
WR,Ace Sanders,3000,NFL,2014,DK,15
TE,Chase Ford,3000,NFL,2014,DK,15
TE,C.J. Fiedorowicz,3000,NFL,2014,DK,15
RB,Senorise Perry,3000,NFL,2014,DK,15
WR,Walt Powell,3000,NFL,2014,DK,15
WR,Josh Huff,3000,NFL,2014,DK,15
RB,Juwan Thompson,3000,NFL,2014,DK,15
TE,Asante Cleveland,3000,NFL,2014,DK,15
RB,James White,3000,NFL,2014,DK,15
WR,Albert Wilson,3000,NFL,2014,DK,15
WR,Rishard Matthews,3000,NFL,2014,DK,15
WR,Andre Holmes,3000,NFL,2014,DK,15
WR,Corey Fuller,3000,NFL,2014,DK,15
RB,Jamize Olawale,3000,NFL,2014,DK,15
WR,Marquess Wilson,3000,NFL,2014,DK,15
WR,Paul Richardson,3000,NFL,2014,DK,15
WR,Robert Herron,3000,NFL,2014,DK,15
TE,Harold Hoskins,3000,NFL,2014,DK,15
WR,Jalen Saunders,3000,NFL,2014,DK,15
TE,Rashaun Allen,3000,NFL,2014,DK,15
WR,Brian Tyms,3000,NFL,2014,DK,15
RB,Antonio Andrews,3000,NFL,2014,DK,15
TE,Scott Simonson,3000,NFL,2014,DK,15
WR,Saalim Hakim,3000,NFL,2014,DK,15
WR,Philly Brown,3000,NFL,2014,DK,15
TE,Anthony Denham,3000,NFL,2014,DK,15
WR,Quinton Patton,3000,NFL,2014,DK,15
RB,Devonta Freeman,3000,NFL,2014,DK,15
TE,Austin Seferian-Jenkins,3000,NFL,2014,DK,15
RB,Ka'Deem Carey,3000,NFL,2014,DK,15
RB,Terrance West,3000,NFL,2014,DK,15
WR,Bruce Ellington,3000,NFL,2014,DK,15
TE,Jace Amaro,3000,NFL,2014,DK,15
TE,Eric Ebron,3000,NFL,2014,DK,15
TE,Richard Rodgers,3000,NFL,2014,DK,15
RB,De'Anthony Thomas,3000,NFL,2014,DK,15
WR,Cody Latimer,3000,NFL,2014,DK,15
RB,George Atkinson III,3000,NFL,2014,DK,15
TE,Phillip Supernaw,3000,NFL,2014,DK,15
WR,Cordarrelle Patterson,3000,NFL,2014,DK,15
RB,Damien Williams,3000,NFL,2014,DK,15
TE,Brian Leonhardt,3000,NFL,2014,DK,15
RB,Lorenzo Taliaferro,3000,NFL,2014,DK,15
WR,Adam Thielen,3000,NFL,2014,DK,15
RB,Khiry Robinson,3000,NFL,2014,DK,15
WR,Taylor Gabriel,3000,NFL,2014,DK,15
RB,Charcandrick West,3000,NFL,2014,DK,15
WR,Corey Washington,3000,NFL,2014,DK,15
WR,Jeff Janis,3000,NFL,2014,DK,15
DST,Cowboys ,2900,NFL,2014,DK,15
DST,Vikings ,2900,NFL,2014,DK,15
DST,Jets ,2900,NFL,2014,DK,15
DST,Bears ,2800,NFL,2014,DK,15
DST,Patriots ,2800,NFL,2014,DK,15
DST,Titans ,2700,NFL,2014,DK,15
DST,Steelers ,2700,NFL,2014,DK,15
DST,Bengals ,2600,NFL,2014,DK,15
DST,Dolphins ,2600,NFL,2014,DK,15
DST,Panthers ,2600,NFL,2014,DK,15
DST,Saints ,2500,NFL,2014,DK,15
DST,Jaguars ,2500,NFL,2014,DK,15
DST,Bills ,2400,NFL,2014,DK,15
DST,Buccaneers ,2400,NFL,2014,DK,15
DST,Redskins ,2400,NFL,2014,DK,15
DST,Falcons ,2300,NFL,2014,DK,15
DST,Raiders ,2200,NFL,2014,DK,15
DST,Chargers ,2000,NFL,2014,DK,15
